"Código","Clave","Descripción","DUN-14 Inner","DUN-14 Master"
"44026","TIR-003L","Tira de LED de 5 m 18 W para interior y exterior azul",17506240696725,27506240696722
"44027","TIR-004L","Tira de LED de 5 m 18 W para interior y exterior rojo",17506240696732,27506240696739
"44028","TIR-005L","Tira de LED de 5 m 18 W para interior y exterior verde",17506240696749,27506240696746
"46370","TIR-010L","Tira LED 5 m 40 W para interior y exterior multicolor RGB",17506240629457,27506240629454
"13008","TIRO-G","Tirolera galvanizada, Truper",17501206614263,27501206614260
"23070","TIRO-G-P","Tirolera galvanizada, Pretul",17501206693282,27501206693289
"19796","TJ-3H","Hacha para rajar madera 3 lb, mango hickory 16', Truper",17501206660314,27501206660311
"19647","TJA-1","Rastrillo-pico, mango de madera 14', Truper",17501206622398,27501206622395
"10927","TJA-2","Talacho-pico, mango de madera 14', Truper",17506240651489,27506240651486
"102207","TJR-2.25M","Hacha para rajar madera 2-1/4 lb, mango hickory 28', Truper",17506240696442,27506240696449
"102085","TJR-4.5F","Hacha para rajar madera 4.5 lb, mango fibra de vidrio 34'",17506240691935,27506240691932
"11137","TJR-8FX","Hacha para rajar madera 8 lbs, mango fibra de vidrio 36'",17506240653582,27506240653589
"18575","TL-100","Tiralíneas profesional 30m (100 ft) plástico con gis, Truper",17501206631499,27501206631496
"18579","TL-100X","Tiralíneas 30 m (100 ft) metálico uso rudo, Truper Expert",17501206632892,27501206632899
"18574","TL-50","Tiralíneas 30 m (100 ft) plástico con gis y nivel, Truper",17501206674717,27501206674714
"28574","TL-50P","Tiralíneas 15 m (50 ft) plástico con gis, Pretul",17501206645236,27501206645233
"49815","TLAV-38","Tapón de PVC para lavabo, 26 a 35 mm, Foset",17506240683527,27506240683524
"17386","TN-10","Tenaza para carpintero 10', Truper",17501206657116,27501206657113
"17521","TN-10A","Tenaza de armador 10', Truper",17506240614347,27506240614344
"26028","TN-10AP","Tenaza de armador 10', Pretul",17506240667442,27506240667449
"17385","TN-6","Tenaza para carpintero 6', Truper",17501206657109,27501206657106
"17380","TN-8","Tenaza para carpintero 8', Truper",17501206630553,27501206630550
"17519","TN-8A","Tenaza de armador 8', Truper",17506240614323,27506240614320
"26026","TN-8AP","Tenaza de armador 8', Pretul",17506240667428,27506240667425
"17520","TN-9A","Tenaza de armador 9', Truper",17506240614330,27506240614337
"26027","TN-9AP","Tenaza de armador 9', Pretul",17506240667435,27506240667432
"17382","TN-AZ-8","Tenaza 8' para azulejo, Truper",17501206630560,27501206630567
"11863","TN-AZ-9X","Tenaza 9' para azulejo, Truper Expert",17506240673863,27506240673860
"13597","TN-HN-1-1/2X150","Tanque para bomba hidroneumática HIDR-1-1/2X150, Truper",17506240671197,27506240671194
"13593","TN-HN-1/2X24","Tanque para bomba hidroneumática HIDR-1/2X24, Truper",17506240671166,27506240671163
"27039","TN-HN-1/2X24P","Tanque para bombas hidroneumáticas HIDR-1/2X24P, Pretul",17506240671142,27506240671149
"13594","TN-HN-1/2X50","Tanque para bomba hidroneumática HIDR-1/2X50, Truper",17506240671173,27506240671170
"27041","TN-HN-1/2X50P","Tanque para bomba hidroneumática HIDR-1/2X50P, Pretul",17506240671159,27506240671156
"13596","TN-HN-1X100","Tanque para bomba hidroneumática HIDR-1X100, Truper",17506240671180,27506240671187
"17388","TNI-10","Tenaza plafonera industrial 10', Truper",17501206657017,27501206657014
"17387","TNI-6","Tenaza plafonera industrial 6', Truper",17501206657000,27501206657007
"17381","TNI-8","Tenaza plafonera industrial 8', Truper",17501206642419,27501206642416
"45899","TO-512","Tubo ovalado de 1.2 m en acero cromado para closet, Hermex",17502309732403,27502309732400
"45898","TO-518","Tubo ovalado de 1.8 m en acero cromado para closet, Hermex",17502309732397,27502309732394
"45897","TO-524","Tubo ovalado de 2.4 m en acero cromado para closet, Hermex",17502309732380,27502309732387
"48977","TO-530","Tubo ovalado de 3.0 m en acero cromado para closet, Hermex",17506240660641,27506240660648
"45900","TO-630","Tubo ovalado de 3.0 m en aluminio para closet, Hermex",17502309732410,27502309732417
"17951","TOB-SM-130/210","Tobera p/antorcha para SOMI-130T, 130X, 210X y SOMU-200X",17506240611902,27506240611909
"14120","TOB-SM-250X","Juego de 2 toberas para soldadora SOMU-250X, Truper",17506240665585,27506240665582
"49613","TOBI-1","Tope de puerta para bisagra, acabado latón brillante, Hermex",17506240688935,27506240688932
"49614","TOBI-2","Tope de puerta para bisagra, acabado latón antiguo, Hermex",17506240688942,27506240688949
"49615","TOBI-3","Tope de puerta para bisagra, acabado cromo mate, Hermex",17506240688959,27506240688956
"43771","TOCO-1","Tope para puerta tipo codo, acabado latón, Hermex",17501206676407,27501206676404
"43772","TOCO-3","Tope para puerta tipo codo, acabado cromo, Hermex",17501206676414,27501206676411
"43776","TODO-1","Tope para puerta tipo domo, acabado latón, Hermex",17501206676421,27501206676428
"43777","TODO-3","Tope para puerta tipo domo, acabado cromo, Hermex",17501206676438,27501206676435
"48596","TOGA-3","Tope metálico para puerta con gancho, Hermex",17506240688966,27506240688963
"66075","TOL-3","Toldo plegable de 3 x 3 m, Truper",17506240690396,27506240690393
"43781","TOMA-1","Tope para puerta magnético, acabado latón, Hermex",17501206676445,27501206676442
"43782","TOMA-3","Tope para puerta magnético, acabado cromo, Hermex",17501206676452,27501206676459
"101592","TOPE-55","Tope de 55 cm para estacionamiento, Truper",17506240690747,27506240690744
"40165","TOPU-12","Cuña tope de caucho sintético para puerta de 12 cm, Hermex",17506240688492,27506240688499
"18175","TOR-SER-10","Bolsa con 10 tornillos para serruchos STX, STD y STCX",17501206603403,27501206603400
"49331","TOR-WC","Bolsa con 2 tornillos 5/16' x 70 mm para tanque de WC a base",17506240602931,27506240602938
"44802","TOR5-1/2-X2-1/2","Bolsa con 20 tornillos 1/2' x 2-1/2' de acero, grado 5",17506240613166,27506240613163
"44798","TOR5-1/2X1","Bolsa con 40 tornillos 1/2' x 1' de acero, grado 5, Fiero",17506240613128,27506240613125
"44800","TOR5-1/2X1-1/2","Bolsa con 30 tornillos 1/2' x 1-1/2' de acero, grado 5",17506240613142,27506240613149
"44799","TOR5-1/2X1-1/4","Bolsa con 40 tornillos 1/2' x 1-1/4' de acero, grado 5",17506240613135,27506240613132
"44801","TOR5-1/2X2","Bolsa con 30 tornillos 1/2' x 2' de acero, grado 5, Fiero",17506240613159,27506240613156
"44803","TOR5-1/2X3","Bolsa con 20 tornillos 1/2' x 3' de acero, grado 5, Fiero",17506240613173,27506240613170
"44804","TOR5-1/2X3-1/2","Bolsa con 20 tornillos 1/2' x 3-1/2' de acero, grado 5",17506240613180,27506240613187
"44805","TOR5-1/2X4","Bolsa con 15 tornillos 1/2' x 4' de acero, grado 5, Fiero",17506240613197,27506240613194
"44770","TOR5-1/4-X3","Bolsa con 50 tornillos 1/4' x 3' de acero, grado 5, Fiero",17506240612879,27506240612876
"44765","TOR5-1/4X1","Bolsa con 100 tornillos 1/4' x 1' de acero, grado 5, Fiero",17506240612831,27506240612838
"44767","TOR5-1/4X1-1/2","Bolsa con 80 tornillos 1/4' x 1-1/2' de acero, grado 5",17506240612848,27506240612845
"44766","TOR5-1/4X1-1/4","Bolsa con 100 tornillos 1/4' x 1-1/4' de acero, grado 5",17506240613203,27506240613200
"44763","TOR5-1/4X1/2","Bolsa con 150 tornillos 1/4' x 1/2' de acero, grado 5, Fiero",17506240612817,27506240612814
"44768","TOR5-1/4X2","Bolsa con 60 tornillos 1/4' x 2' de acero, grado 5, Fiero",17506240612855,27506240612852
"44769","TOR5-1/4X2-1/2","Bolsa con 50 tornillos 1/4' x 2-1/2' de acero, grado 5",17506240612862,27506240612869
"44764","TOR5-1/4X3/4","Bolsa con 100 tornillos 1/4' x 3/4' de acero, grado 5, Fiero",17506240612824,27506240612821
"44782","TOR5-3/8X1","Bolsa con 40 tornillos 3/8' x 1' de acero, grado 5, Fiero",17506240612992,27506240612999
"44784","TOR5-3/8X1-1/2","Bolsa con 70 tornillos 3/8' x 1-1/2' de acero, grado 5",17506240613012,27506240613019
"44783","TOR5-3/8X1-1/4","Bolsa con 40 tornillos 3/8' x 1-1/4' de acero, grado 5",17506240613005,27506240613002
"44785","TOR5-3/8X2","Bolsa con 60 tornillos 3/8' x 2' de acero, grado 5, Fiero",17506240613029,27506240613026
"44786","TOR5-3/8X2-1/2","Bolsa con 50 tornillos 3/8' x 2-1/2' de acero, grado 5",17506240613265,27506240613262
"44787","TOR5-3/8X3","Bolsa con 40 tornillos 3/8' x 3' de acero, grado 5, Fiero",17506240613272,27506240613279
"44788","TOR5-3/8X3-1/2","Bolsa con 30 tornillos 3/8' x 3-1/2' de acero, grado 5",17506240613289,27506240613286
"44781","TOR5-3/8X3/4","Bolsa con 50 tornillos 3/8' x 3/4' de acero, grado 5, Fiero",17506240612985,27506240612982
"44789","TOR5-3/8X4","Bolsa con 30 tornillos 3/8' x 4' de acero, grado 5, Fiero",17506240613036,27506240613033
"44773","TOR5-5/16X1","Bolsa con 60 tornillos 5/16' X 1' de acero, grado 5, Fiero",17506240612909,27506240612906
"44775","TOR5-5/16X1-1/2","Bolsa con 50 tornillos 5/16' X 1-1/2' de acero, grado 5",17506240612923,27506240612920
"44774","TOR5-5/16X1-1/4","Bolsa con 60 tornillos 5/16' X 1-1/4' de acero, grado 5",17506240612916,27506240612913
"44771","TOR5-5/16X1/2","Bolsa con 100 tornillos 5/16' X 1/2' de acero, grado 5",17506240612886,27506240612883
"44776","TOR5-5/16X2","Bolsa con 80 tornillos 5/16' X 2' de acero, grado 5, Fiero",17506240612930,27506240612937
"44777","TOR5-5/16X2-1/2","Bolsa con 60 tornillos 5/16' X 2-1/2' de acero, grado 5",17506240612947,27506240612944
"44778","TOR5-5/16X3","Bolsa con 60 tornillos 5/16' X 3' de acero, grado 5, Fiero",17506240612954,27506240612951
"44779","TOR5-5/16X3-1/2","Bolsa con 50 tornillos 5/16' X 3-1/2' de acero, grado 5",17506240612961,27506240612968
"44772","TOR5-5/16X3/4","Bolsa con 80 tornillos 5/16' X 3/4' de acero, grado 5, Fiero",17506240612893,27506240612890
"44780","TOR5-5/16X4","Bolsa con 50 tornillos 5/16' X 4' de acero, grado 5, Fiero",17506240612978,27506240612975
"44790","TOR5-7/16X1","Bolsa con 60 tornillos 7/16' x 1' de acero, grado 5, Fiero",17506240613043,27506240613040
"44792","TOR5-7/16X1-1/2","Bolsa con 50 tornillos 7/16' x 1-1/2' de acero, grado 5",17506240613067,27506240613064
"44791","TOR5-7/16X1-1/4","Bolsa con 50 tornillos 7/16' x 1-1/4' de acero, grado 5",17506240613050,27506240613057
"44793","TOR5-7/16X2","Bolsa con 40 tornillos 7/16' x 2' de acero, grado 5, Fiero",17506240613074,27506240613071
"44794","TOR5-7/16X2-1/2","Bolsa con 30 tornillos 7/16' x 2-1/2' de acero, grado 5",17506240613081,27506240613088
"44795","TOR5-7/16X3","Bolsa con 30 tornillos 7/16' x 3' de acero, grado 5, Fiero",17506240613098,27506240613095
"44796","TOR5-7/16X3-1/2","Bolsa con 20 tornillos 7/16' x 3-1/2' de acero, grado 5",17506240613104,27506240613101
"44797","TOR5-7/16X4","Bolsa con 20 tornillos 7/16' x 4' de acero, grado 5, Fiero",17506240613111,27506240613118
"14847","TORAU-12","Caja con 2 torres de 12 ton para auto, Truper",17501206686956,27501206686953
"14843","TORAU-3","Caja con 2 torres de 3 ton para auto, Truper",17501206686925,27501206686922
"14845","TORAU-6","Caja con 2 torres de 6 ton para auto, Truper",17501206686932,27501206686939
"44745","TORC-1/2X1","Bolsa con 40 tornillos 1/2' x 1' tipo coche, Fiero",17506240612428,27506240612425
"44747","TORC-1/2X1-1/2","Bolsa con 30 tornillos 1/2' x 1-1/2' tipo coche, Fiero",17506240612442,27506240612449
"44746","TORC-1/2X1-1/4","Bolsa con 40 tornillos 1/2' x 1-1/4' tipo coche, Fiero",17506240612435,27506240612432
"44748","TORC-1/2X2","Bolsa con 30 tornillos 1/2' x 2' tipo coche, Fiero",17506240612459,27506240612456
"44749","TORC-1/2X2-1/2","Bolsa con 20 tornillos 1/2' x 2-1/2' tipo coche, Fiero",17506240612466,27506240612463
"44750","TORC-1/2X3","Bolsa con 20 tornillos 1/2' x 3' tipo coche, Fiero",17506240612473,27506240612470
"44751","TORC-1/2X3-1/2","Bolsa con 20 tornillos 1/2' x 3-1/2' tipo coche, Fiero",17506240612480,27506240612487
"44752","TORC-1/2X4","Bolsa con 15 tornillos 1/2' x 4' tipo coche, Fiero",17506240612497,27506240612494
"44712","TORC-1/4X1","Bolsa con 100 tornillos 1/4' x 1' tipo coche, Fiero",17506240612091,27506240612098
"44714","TORC-1/4X1-1/2","Bolsa con 80 tornillos 1/4' x 1-1/2' tipo coche, Fiero",17506240612114,27506240612111
"44713","TORC-1/4X1-1/4","Bolsa con 100 tornillos 1/4' x 1-1/4' tipo coche, Fiero",17506240612107,27506240612104
"44710","TORC-1/4X1/2","Bolsa con 150 tornillos 1/4' x 1/2' tipo coche, Fiero",17506240612077,27506240612074
"44715","TORC-1/4X2","Bolsa con 60 tornillos 1/4' x 2' tipo coche, Fiero",17506240612121,27506240612128
"44716","TORC-1/4X2-1/2","Bolsa con 50 tornillos 1/4' x 2-1/2' tipo coche, Fiero",17506240612138,27506240612135
"44717","TORC-1/4X3","Bolsa con 50 tornillos 1/4' x 3' tipo coche, Fiero",17506240612145,27506240612142
"44711","TORC-1/4X3/4","Bolsa con 100 tornillos 1/4' x 3/4' tipo coche, Fiero",17506240612084,27506240612081
"44729","TORC-3/8X1","Bolsa con 40 tornillos 3/8' x 1' tipo coche, Fiero",17506240612268,27506240612265
"44731","TORC-3/8X1-1/2","Bolsa con 70 tornillos 3/8' x 1-1/2' tipo coche, Fiero",17506240612282,27506240612289
"44730","TORC-3/8X1-1/4","Bolsa con 40 tornillos 3/8' x 1-1/4' tipo coche, Fiero",17506240612275,27506240612272
"44732","TORC-3/8X2","Bolsa con 60 tornillos 3/8' x 2' tipo coche, Fiero",17506240612299,27506240612296
"44733","TORC-3/8X2-1/2","Bolsa con 50 tornillos 3/8' x 2-1/2' tipo coche, Fiero",17506240612305,27506240612302
"40129","TORC-3/8X2-1/4","Bolsa con 50 tornillos 3/8' x 2-1/4' tipo coche, Fiero",17506240677281,27506240677288
"44734","TORC-3/8X3","Bolsa con 40 tornillos 3/8' x 3' tipo coche, Fiero",17506240612312,27506240612319
"44735","TORC-3/8X3-1/2","Bolsa con 30 tornillos 3/8' x 3-1/2' tipo coche, Fiero",17506240612329,27506240612326
"44728","TORC-3/8X3/4","Bolsa con 50 tornillos 3/8' x 3/4' tipo coche, Fiero",17506240612251,27506240612258
"44736","TORC-3/8X4","Bolsa con 30 tornillos 3/8' x 4' tipo coche, Fiero",17506240612336,27506240612333
"44720","TORC-5/16X1","Bolsa con 60 tornillos 5/16' x 1' tipo coche, Fiero",17506240612176,27506240612173
"44722","TORC-5/16X1-1/2","Bolsa con 50 tornillos 5/16' x 1-1/2' tipo coche, Fiero",17506240612190,27506240612197
"44721","TORC-5/16X1-1/4","Bolsa con 60 tornillos 5/16' x 1-1/4' tipo coche, Fiero",17506240612183,27506240612180
"44718","TORC-5/16X1/2","Bolsa con 100 tornillos 5/16' x 1/2' tipo coche, Fiero",17506240612152,27506240612159
"44723","TORC-5/16X2","Bolsa con 80 tornillos 5/16' x 2' tipo coche, Fiero",17506240612206,27506240612203
"44724","TORC-5/16X2-1/2","Bolsa con 60 tornillos 5/16' x 2-1/2' tipo coche, Fiero",17506240612213,27506240612210
"44725","TORC-5/16X3","Bolsa con 60 tornillos 5/16' x 3' tipo coche, Fiero",17506240612220,27506240612227
"44726","TORC-5/16X3-1/2","Bolsa con 50 tornillos 5/16' x 3-1/2' tipo coche, Fiero",17506240612237,27506240612234
"44719","TORC-5/16X3/4","Bolsa con 80 tornillos 5/16' x 3/4' tipo coche, Fiero",17506240612169,27506240612166
"44727","TORC-5/16X4","Bolsa con 50 tornillos 5/16' x 4' tipo coche, Fiero",17506240612244,27506240612241
"44737","TORC-7/16X1","Bolsa con 60 tornillos 7/16' x 1' tipo coche, Fiero",17506240612343,27506240612340
"44739","TORC-7/16X1-1/2","Bolsa con 50 tornillos 7/16' x 1-1/2' tipo coche, Fiero",17506240612367,27506240612364
"44738","TORC-7/16X1-1/4","Bolsa con 50 tornillos 7/16' x 1-1/4' tipo coche, Fiero",17506240612350,27506240612357
"44740","TORC-7/16X2","Bolsa con 40 tornillos 7/16' x 2' tipo coche, Fiero",17506240612374,27506240612371
"44741","TORC-7/16X2-1/2","Bolsa con 30 tornillos 7/16' x 2-1/2' tipo coche, Fiero",17506240612381,27506240612388
"44742","TORC-7/16X3","Bolsa con 30 tornillos 7/16' x 3' tipo coche, Fiero",17506240612398,27506240612395
"44743","TORC-7/16X3-1/2","Bolsa con 20 tornillos 7/16' x 3-1/2' tipo coche, Fiero",17506240612404,27506240612401
"44744","TORC-7/16X4","Bolsa con 20 tornillos 7/16' x 4' tipo coche, Fiero",17506240612411,27506240612418
"101719","TORD-BOAJI","Kit tornillo de drenaje y empaque p/bombas tipo Jet inox",17506240693069,27506240693066
"101726","TORD-BOAP","Kit tornillo de drene y empaque p/bombas periféricas, Truper",17506240695599,27506240695596
"43786","TORE-1","Tope para puerta recto, acabado latón, Hermex",17501206676469,27501206676466
"44626","TORE-1/4X1","Bolsa con 100 tornillos 1/4 'x 1' tipo estufa, Fiero",17506240601309,27506240601306
"44628","TORE-1/4X1-1/2","Bolsa con 80 tornillos 1/4 'x 1-1/2' tipo estufa, Fiero",17506240601323,27506240601320
"44627","TORE-1/4X1-1/4","Bolsa con 100 tornillos 1/4 'x 1-1/4' tipo estufa, Fiero",17506240601316,27506240601313
"44623","TORE-1/4X1/2","Bolsa con 150 tornillos 1/4 'x 1/2' tipo estufa, Fiero",17506240601279,27506240601276
"44629","TORE-1/4X2","Bolsa con 50 tornillos 1/4 'x 2' tipo estufa, Fiero",17506240601330,27506240601337
"44630","TORE-1/4X2-1/2","Bolsa con 50 tornillos 1/4 'x 2-1/2' tipo estufa, Fiero",17506240601347,27506240601344
"44631","TORE-1/4X3","Bolsa con 50 tornillos 1/4 'x 3' tipo estufa, Fiero",17506240601354,27506240601351
