key,code,ean,DUN-14 Inner,DUN-14 Master,unit,description,brand,buy,retailsale,wholesale,inventory,min_inventory,department
CT-610MX,17532,7506240621676,17506240621673,27506240621670,Pieza,"Carda copa 4' alambre trenzado grueso, eje M14, Truper",Truper,139,219,179,10,1,Cardas
CT-610X,17531,7506240621669,17506240621666,27506240621663,Pieza,"Carda copa 4' alambre trenzado grueso, eje 5/8'-11, Truper",Truper,139,219,179,10,1,Cardas
CT-612,11541,7501206640883,17501206640880,27501206640887,Pieza,"Carda copa 5' alambre trenzado fino, eje 5/8'-11, Truper",Truper,179,279,235,10,1,Cardas
CT-612M,11544,7501206640890,17501206640897,27501206640894,Pieza,"Carda copa 5' alambre trenzado fino, eje M14, Truper",Truper,179,279,235,10,1,Cardas
CT-612MR,100853,7506240679097,17506240679094,27506240679091,Pieza,"Carda copa 5' alambre trenzado fino, Multi-rosca, Truper",Truper,179,279,235,10,1,Cardas
CT-612MRX,100856,7506240679127,17506240679124,27506240679121,Pieza,"Carda copa 5' alambre trenzado grueso, Multi-rosca, Truper",Truper,179,279,235,10,1,Cardas
CT-612MX,11543,7501206683828,17501206683825,27501206683822,Pieza,"Carda copa 5' alambre trenzado grueso, eje M14, Truper",Truper,179,279,235,10,1,Cardas
CT-612X,11542,7501206683811,17501206683818,27501206683815,Pieza,"Carda copa 5' alambre trenzado grueso, eje 5/8'-11, Truper",Truper,179,279,235,10,1,Cardas
CT-6C,13003,7501206602423,17501206602420,27501206602427,Pieza,"Cuchara para albañil 6' forjada tipo Centroamericana, Truper",Truper,125,182,149,10,1,Cucharas de albañil
CT-6P,21050,7501206632499,17501206632496,27501206632493,Pieza,"Cuchara para albañil 6' tipo Filadelfia, Pretul",Pretul,44,63,52,10,1,Cucharas de albañil
CT-6PC,20541,7506240614432,17506240614439,27506240614436,Pieza,"Cuchara para albañil 6' tipo centroamericana, Pretul",Pretul,46,66,55,10,1,Cucharas de albañil
CT-7,102614,7502309734677,17502309734674,27502309734671,Pieza,"Cuchara para albañil, tipo Filadelfia 7', Truper",Truper,129,187,155,10,1,Cucharas de albañil
CT-7C,13004,7501206602430,17501206602437,27501206602434,Pieza,"Cuchara para albañil 7' forjada tipo Centroamericana, Truper",Truper,129,187,155,10,1,Cucharas de albañil
CT-7P,21051,7501206632505,17501206632502,27501206632509,Pieza,"Cuchara para albañil 7' tipo Filadelfia, Pretul",Pretul,47,68,56,10,1,Cucharas de albañil
CT-7PC,20542,7506240614449,17506240614446,27506240614443,Pieza,"Cuchara para albañil 7' tipo centroamericana, Pretul",Pretul,52,75,62,10,1,Cucharas de albañil
CT-7PM,21057,7501206634882,17501206634889,27501206634886,Pieza,"Cuchara para albañil 7' tipo Mérida, Pretul",Pretul,47,68,56,10,1,Cucharas de albañil
CT-8,102615,7502309734684,17502309734681,27502309734688,Pieza,"Cuchara para albañil, tipo Filadelfia 8', Truper",Truper,139,199,165,10,1,Cucharas de albañil
CT-8C,13005,7501206602447,17501206602444,27501206602441,Pieza,"Cuchara para albañil 8' forjada tipo Centroamericana, Truper",Truper,139,199,165,10,1,Cucharas de albañil
CT-8P,21052,7501206632512,17501206632519,27501206632516,Pieza,"Cuchara para albañil 8' tipo Filadelfia, Pretul",Pretul,50,72,59,10,1,Cucharas de albañil
CT-8PC,20543,7506240614456,17506240614453,27506240614450,Pieza,"Cuchara para albañil 8' tipo centroamericana, Pretul",Pretul,55,79,66,10,1,Cucharas de albañil
CT-8PM,21058,7501206634899,17501206634896,27501206634893,Pieza,"Cuchara para albañil 8' tipo Mérida, Pretul",Pretul,49,72,58,10,1,Cucharas de albañil
CT-9,12991,7501206630952,17501206630959,27501206630956,Pieza,"Cuchara para albañil 9' forjada tipo Filadelfia, Truper",Truper,145,209,175,10,1,Cucharas de albañil
CT-9B,11231,7506240661160,17506240661167,27506240661164,Pieza,"Cuchara p/ albañil 9' forjada tipo Filadelfia, Comfort Grip",Truper,145,209,175,10,1,Cucharas de albañil
CT-9C,13006,7501206602454,17501206602451,27501206602458,Pieza,"Cuchara para albañil 9' forjada tipo Centroamericana, Truper",Truper,145,209,175,10,1,Cucharas de albañil
CT-9G,12994,7501206630976,17501206630973,27501206630970,Pieza,"Cuchara para albañil 9' forjada tipo Guadalajara, Truper",Truper,165,239,199,10,1,Cucharas de albañil
CT-9GP,21056,7501206633366,17501206633363,27501206633360,Pieza,"Cuchara para albañil 9' tipo Guadalajara, Pretul",Pretul,65,95,78,10,1,Cucharas de albañil
CT-9P,21053,7501206632529,17501206632526,27501206632523,Pieza,"Cuchara para albañil 9' tipo Filadelfia, Pretul",Pretul,57,82,68,10,1,Cucharas de albañil
CT-9PC,20544,7506240614463,17506240614460,27506240614467,Pieza,"Cuchara para albañil 9' tipo centroamericana, Pretul",Pretul,59,85,69,10,1,Cucharas de albañil
CT-9PM,21059,7501206634905,17501206634902,27501206634909,Pieza,"Cuchara para albañil 9' tipo Mérida, Pretul",Pretul,58,84,69,10,1,Cucharas de albañil
CT-9YP,21049,7501206674192,17501206674199,27501206674196,Pieza,"Cuchara para albañil 9' yesera, Pretul",Pretul,63,92,75,10,1,Cucharas de albañil
CTAMA-1,101181,7506240684336,17506240684333,27506240684330,Pieza,"Cortador anular de 1' x 1', Truper",Truper,495,779,645,10,1,Accesorios máquinas
CTAMA-1/2,101123,7506240684251,17506240684258,27506240684255,Pieza,"Cortador anular de 1/2' x 1', Truper",Truper,295,465,385,10,1,Accesorios máquinas
CTAMA-11/16,101126,7506240684282,17506240684289,27506240684286,Pieza,"Cortador anular de 11/16' x 1', Truper",Truper,365,575,475,10,1,Accesorios máquinas
CTAMA-13/16,101128,7506240684305,17506240684302,27506240684309,Pieza,"Cortador anular de 13/16' x 1', Truper",Truper,415,655,539,10,1,Accesorios máquinas
CTAMA-15/16,101180,7506240684329,17506240684326,27506240684323,Pieza,"Cortador anular de 15/16' x 1', Truper",Truper,465,735,605,10,1,Accesorios máquinas
CTAMA-3/4,101127,7506240684299,17506240684296,27506240684293,Pieza,"Cortador anular de 3/4' x 1', Truper",Truper,375,589,485,10,1,Accesorios máquinas
CTAMA-5/8,101125,7506240684275,17506240684272,27506240684279,Pieza,"Cortador anular de 5/8' x 1', Truper",Truper,355,559,465,10,1,Accesorios máquinas
CTAMA-7/8,101129,7506240684312,17506240684319,27506240684316,Pieza,"Cortador anular de 7/8' x 1', Truper",Truper,425,669,555,10,1,Accesorios máquinas
CTAMA-9/16,101124,7506240684268,17506240684265,27506240684262,Pieza,"Cortador anular de 9/16' x 1', Truper",Truper,315,495,409,10,1,Accesorios máquinas
CTF-1,12511,7506240602521,17506240602528,27506240602525,Pieza,"Cinta sella roscas 1' X 7 m de largo, uso general, Truper",Truper,7,11,9,10,1,Cintas de teflón y pasta sella roscas
CTF-1/2,12520,7501206641675,17501206641672,27501206641679,Pieza,"Cinta sella roscas 1/2' X 7 m de largo, uso general, Truper",Truper,4,6.2,5.2,10,1,Cintas de teflón y pasta sella roscas
CTF-1/2B,12522,7501206674468,17501206674465,27501206674462,Pieza,"Blíster con 2 cintas sella roscas 1/2' x 7 m, uso general",Truper,12,19,15.5,10,1,Cintas de teflón y pasta sella roscas
CTF-1/2BF,48463,7506240699071,17506240699078,27506240699075,Pieza,"Cinta sella roscas 1/2' x 7 m, uso general, Foset Basic",Foset,3,4.7,3.9,10,1,Cintas de teflón y pasta sella roscas
CTF-1/2C,47343,7501206699348,17501206699345,27501206699342,Pieza,"Conector curvo 1/2' para tubo flexible metálico, Volteck",Volteck,15,24,19,10,1,Tubos flexibles metálicos y conectores
CTF-1/2F,47476,7506240699057,17506240699054,27506240699051,Pieza,"Cinta sella roscas 1/2' x 7 m, uso general, Foset",Foset,4,6.2,5.2,10,1,Cintas de teflón y pasta sella roscas
CTF-1/2P,27010,7501206695364,17501206695361,27501206695368,Pieza,"Cinta sella roscas 1/2' X 7 m de largo, Pretul",Pretul,3,4.7,3.9,10,1,Cintas de teflón y pasta sella roscas
CTF-1/2R,47340,7501206699317,17501206699314,27501206699311,Pieza,"Conector recto 1/2' para tubo flexible metálico, Volteck",Volteck,8,12.5,10.5,10,1,Tubos flexibles metálicos y conectores
CTF-1/2X13,12512,7506240602538,17506240602535,27506240602532,Pieza,"Cinta sella roscas 1/2' X 13 m de largo, uso general, Truper",Truper,5.5,8.5,7,10,1,Cintas de teflón y pasta sella roscas
CTF-1/2X13X,12516,7506240602576,17506240602573,27506240602570,Pieza,"Cinta sella roscas 1/2' X 13 m de largo, industrial, Expert",Expert,18,28,23,10,1,Cintas de teflón y pasta sella roscas
CTF-1/2X7X,12515,7506240602569,17506240602566,27506240602563,Pieza,"Cinta sella roscas 1/2' X 7 m de largo, industrial, Expert",Expert,11,17.5,14.5,10,1,Cintas de teflón y pasta sella roscas
CTF-1C,47345,7501206699362,17501206699369,27501206699366,Pieza,"Conector curvo 1' para tubo flexible metálico, Volteck",Volteck,35,55,45,10,1,Tubos flexibles metálicos y conectores
CTF-1R,47342,7501206699331,17501206699338,27501206699335,Pieza,"Conector recto 1' para tubo flexible metálico, Volteck",Volteck,16,25,21,10,1,Tubos flexibles metálicos y conectores
CTF-1X13,12514,7506240602552,17506240602559,27506240602556,Pieza,"Cinta sella roscas 1' X 13 m de largo, uso general, Truper",Truper,10,15.5,13,10,1,Cintas de teflón y pasta sella roscas
CTF-1X13X,12518,7506240602590,17506240602597,27506240602594,Pieza,"Cinta sella roscas 1' X 13 m de largo, industrial, Expert",Expert,35,55,45,10,1,Cintas de teflón y pasta sella roscas
CTF-3/4,12521,7501206641682,17501206641689,27501206641686,Pieza,"Cinta sella roscas 3/4' X 7 m de largo, uso general, Truper",Truper,5.5,8.5,7,10,1,Cintas de teflón y pasta sella roscas
CTF-3/4BF,48464,7506240699088,17506240699085,27506240699082,Pieza,"Cinta sella roscas 3/4' x 7 m, uso general, Foset Basic",Foset,4,6.2,5.2,10,1,Cintas de teflón y pasta sella roscas
CTF-3/4C,47344,7501206699355,17501206699352,27501206699359,Pieza,"Conector curvo 3/4' para tubo flexible metálico, Volteck",Volteck,20,32,26,10,1,Tubos flexibles metálicos y conectores
CTF-3/4F,47477,7506240699064,17506240699061,27506240699068,Pieza,"Cinta sella roscas 3/4' x 7 m, uso general, Foset",Foset,5.5,8.5,7,10,1,Cintas de teflón y pasta sella roscas
CTF-3/4P,27011,7501206695371,17501206695378,27501206695375,Pieza,"Cinta sella roscas 3/4' X 7 m de largo, Pretul",Pretul,4,6.2,5.2,10,1,Cintas de teflón y pasta sella roscas
CTF-3/4R,47341,7501206699324,17501206699321,27501206699328,Pieza,"Conector recto 3/4' para tubo flexible metálico, Volteck",Volteck,11,17.5,14.5,10,1,Tubos flexibles metálicos y conectores
CTF-3/4X13,12513,7506240602545,17506240602542,27506240602549,Pieza,"Cinta sella roscas 3/4' X 13 m de largo, uso general, Truper",Truper,8,12.5,10.5,10,1,Cintas de teflón y pasta sella roscas
CTF-3/4X13X,12517,7506240602583,17506240602580,27506240602587,Pieza,"Cinta sella roscas 3/4' X 13 m de largo, industrial, Expert",Expert,25,39,33,10,1,Cintas de teflón y pasta sella roscas
CTR-150,12557,7501206641729,17501206641726,27501206641723,Pieza,"Cinta de empaque 48 mm x 150 m transparente, Truper",Truper,55,86,72,10,1,Cintas de empaque
CTR-150P,20527,7506240612773,17506240612770,27506240612777,Pieza,"Cinta de empaque 48 mm x 150 m transparente, Pretul",Pretul,45,69,58,10,1,Cintas de empaque
CTR-40,12551,7501206648490,17501206648497,27501206648494,Pieza,"Cinta de empaque 48 mm x 40 m transparente, Truper",Truper,17,27,22,10,1,Cintas de empaque
CTR-40P,20525,7506240612759,17506240612756,27506240612753,Pieza,"Cinta de empaque 48 mm x 40 m transparente, Pretul",Pretul,14,22,18,10,1,Cintas de empaque
CTR-50,12555,7501206640029,17501206640026,27501206640023,Pieza,"Cinta de empaque 48 mm x 50 m transparente, Truper",Truper,20,32,26,10,1,Cintas de empaque
CU-1,13056,7501206631713,17501206631710,27501206631717,Pieza,"Cuña para concreto de 1', Truper",Truper,115,179,149,10,1,"Barretas, grifas y cuñas nacionales"
CU-1-1/2,13062,7501206631744,17501206631741,27501206631748,Pieza,"Cuña para concreto de 1-1/2', Truper",Truper,375,589,485,10,1,"Barretas, grifas y cuñas nacionales"
CU-1-1/4,13059,7501206631720,17501206631727,27501206631724,Pieza,"Cuña para concreto de 1-1/4', Truper",Truper,215,339,279,10,1,"Barretas, grifas y cuñas nacionales"
CU-3/4,13050,7501206631737,17501206631734,27501206631731,Pieza,"Cuña para concreto de 3/4', Truper",Truper,49,77,63,10,1,"Barretas, grifas y cuñas nacionales"
CU-7/8,13053,7501206631706,17501206631703,27501206631700,Pieza,"Cuña para concreto de 7/8', Truper",Truper,75,117,97,10,1,"Barretas, grifas y cuñas nacionales"
CU-C4/5,12033,7501206690123,17501206690120,27501206690127,Pieza,"Cuchilla para cepillo de carpintero # 4 y # 5, Truper",Truper,75,117,97,10,1,Cepillo (Refacciones)
CU-C6,12036,7501206691229,17501206691226,27501206691223,Pieza,"Cuchilla para cepillo de carpintero # 6, Truper",Truper,85,135,109,10,1,Cepillo (Refacciones)
CU-CANT-6X-2,16919,7506240634775,17506240634772,27506240634779,Set,"Caja con 3 cuchillas HSS para canteadora CANT-6X2, Truper",Truper,445,699,579,10,1,Accesorios máquinas
CU-CANT-6X-3,102160,7506240695608,17506240695605,27506240695602,Set,"Caja con 3 cuchillas para canteadora CANT-6X, Truper",Truper,445,699,579,10,1,Accesorios máquinas
CU-CANT-8X-2,16921,7506240617426,17506240617423,27506240617420,Set,"Caja con 4 cuchillas HSS para canteadora CANT-8X-2, Truper",Truper,695,1095,905,10,1,Accesorios máquinas
CU-CANT-8X-3,102161,7506240695615,17506240695612,27506240695619,Set,"Caja con 3 cuchillas para canteadora CANT-8X, Truper",Truper,595,935,775,10,1,Accesorios máquinas
CU-CE-3-1/4,100649,7506240678045,17506240678042,27506240678049,Set,Blíster con 2 cuchillas carburo de tungsteno p/CEPEL-3-1/4A4,Truper,155,225,185,10,1,Accesorios máquinas
CU-CE-3-1/4P,26126,7502309732918,17502309732915,27502309732912,Juego,"Bolsa con 2 cuchillas p/cepillos eléctricos 3-1/4', Pretul",Pretul,45,65,54,10,1,Accesorios máquinas
CU-CE-4-1/2NX,13088,7506240623397,17506240623394,27506240623391,Juego,Bolsa con 2 cuchillas carburo de tungsteno p/CEPEL-4-1/2NX,Truper,245,355,295,10,1,Accesorios máquinas
CU-CEP-15X,16548,7501206630914,17501206630911,27501206630918,Set,Caja con 3 cuchillas HSS para cepillo de piso CEP-15X,Truper,1250,1815,1495,10,1,Accesorios máquinas
CU-CEP-20,16549,7501206630921,17501206630928,27501206630925,Set,"Caja con 4 cuchillas HSS para cepillo de piso CEP-20, Truper",Truper,2150,3125,2575,10,1,Accesorios máquinas
CU-MAX-40D,102770,7502309737197,17502309737194,27502309737191,Pieza,"Cuchilla de repuesto para desbrozadora MAX-40D, Truper Max",Truper,149,235,195,10,1,Accesorios para desbrozadora
CU-P-316,20592,7506240648086,17506240648083,27506240648080,Pieza,"Cuchilla repuesto para podadora P-316P, Pretul",Pretul,165,259,215,10,1,Podadoras (Refacciones y accesorios)
CU-P-418,14646,7506240605638,17506240605635,27506240605632,Pieza,"Cuchilla de 18' para podadora, Truper",Truper,175,275,225,10,1,Podadoras (Refacciones y accesorios)
CU-P-520,14647,7506240605645,17506240605642,27506240605649,Pieza,"Cuchilla de 20' para podadora, Truper",Truper,215,339,279,10,1,Podadoras (Refacciones y accesorios)
CU-P-622,14648,7506240605652,17506240605659,27506240605656,Pieza,"Cuchilla de 22' para podadora, Truper",Truper,225,355,295,10,1,Podadoras (Refacciones y accesorios)
CU-S,100180,7506240673361,17506240673368,27506240673365,Pieza,"Cuña plástica para carretillas CAR-82, T6-N y T-6FF, Truper",Truper,45,69,58,10,1,Refacciones de carretillas
CU-TR-82,17709,7506240630890,17506240630897,27506240630894,Pieza,Cuchilla para cortadores de ramas altas TR-82 y TR-82M-A,Truper,65,102,84,10,1,Tijeras a dos manos y cortadores de ramas altas
CU-TRI-GRUPO-01,17112,7506240665274,17506240665271,27506240665278,Pieza,"Cuchilla de repuesto para desmalezadoras DES-330, 430 y 520",Truper,135,215,175,10,1,Accesorios para desbrozadora
CU-TRIX,13043,7506240630838,17506240630835,27506240630832,Pieza,"Cuchilla de repuesto para desmalezadoras DES-32,37 y 40X",Truper,165,259,215,10,1,Accesorios para desbrozadora
CU-WC,49359,7501206699164,17501206699161,27501206699168,Pieza,"Cuello de cera sin guía para WC, 150 g, Foset",Foset,18,28,23,10,1,Accesorios para WC
CU-WC-R,46236,7506240669807,17506240669804,27506240669801,Pieza,"Cuello de cera sin guía para WC, robusto, 250 g, Foset",Foset,27,42,35,10,1,Accesorios para WC
CUBE-8E,55961,7506240697961,17506240697968,27506240697965,Pieza,"Cubeta plástica con exprimidor, 8L Klintek",Klintek,99,145,119,10,1,Artículos de limpieza
CUBI-T,60445,7506240603061,17506240603068,27506240603065,Juego,Cubilete Truper,Truper,175,175,175,10,1,Artículos promocionales
CUC-TRI,15989,7506240611707,17506240611704,27506240611701,Pieza,"Cuchilla de tres aspas para desbrozadoras DES-33, 43 y 52",Truper,165,259,215,10,1,Accesorios para desbrozadora
CUCH-M50,23075,7506240623892,17506240623899,27506240623896,Pieza,"Cuchillo cebollero 5' mango de madera, Pretul",Pretul,19,29,25,10,1,Cuchillos
CUCH-M51,23079,7506240623939,17506240623936,27506240623933,Pieza,"Cuchillo de chef 5' mango de madera, Pretul",Pretul,22,35,29,10,1,Cuchillos
CUCH-M52,23083,7506240623977,17506240623974,27506240623971,Pieza,"Cuchillo con sierra para asado 5' mango de madera, Pretul",Pretul,14,22,18,10,1,Cuchillos
CUCH-M60,23076,7506240623908,17506240623905,27506240623902,Pieza,"Cuchillo cebollero 6' mango de madera, Pretul",Pretul,22,35,29,10,1,Cuchillos
CUCH-M61,23080,7506240623946,17506240623943,27506240623940,Pieza,"Cuchillo de chef 6' mango de madera, Pretul",Pretul,26,42,34,10,1,Cuchillos
CUCH-M70,23077,7506240623915,17506240623912,27506240623919,Pieza,"Cuchillo cebollero 7' mango de madera, Pretul",Pretul,24,38,32,10,1,Cuchillos
CUCH-M71,23081,7506240623953,17506240623950,27506240623957,Pieza,"Cuchillo de chef 7' mango de madera, Pretul",Pretul,28,44,36,10,1,Cuchillos
CUCH-M80,23078,7506240623922,17506240623929,27506240623926,Pieza,"Cuchillo cebollero 8' mango de madera, Pretul",Pretul,27,42,35,10,1,Cuchillos
CUCH-M81,23082,7506240623960,17506240623967,27506240623964,Pieza,"Cuchillo de chef 8' mango de madera, Pretul",Pretul,32,49,42,10,1,Cuchillos
CUCH-P50,23084,7506240623984,17506240623981,27506240623988,Pieza,"Cuchillo cebollero 5' mango de plástico, Pretul",Pretul,19,29,25,10,1,Cuchillos
CUCH-P51,23088,7506240624028,17506240624025,27506240624022,Pieza,"Cuchillo de chef 5' mango de plástico, Pretul",Pretul,22,35,29,10,1,Cuchillos
CUCH-P52,23092,7506240624066,17506240624063,27506240624060,Pieza,"Cuchillo con sierra para asado 5' mango de plástico, Pretul",Pretul,14,22,18,10,1,Cuchillos
CUCH-P53,23093,7506240624073,17506240624070,27506240624077,Pieza,"Cuchillo liso para asado 5' mango de plástico, Pretul",Pretul,15,24,19,10,1,Cuchillos
CUCH-P60,23085,7506240623991,17506240623998,27506240623995,Pieza,"Cuchillo cebollero 6' mango de plástico, Pretul",Pretul,22,35,29,10,1,Cuchillos
CUCH-P61,23089,7506240624035,17506240624032,27506240624039,Pieza,"Cuchillo de chef 6' mango de plástico, Pretul",Pretul,26,42,34,10,1,Cuchillos
CUCH-P70,23086,7506240624004,17506240624001,27506240624008,Pieza,"Cuchillo cebollero 7' mango de plástico, Pretul",Pretul,24,38,32,10,1,Cuchillos
CUCH-P71,23090,7506240624042,17506240624049,27506240624046,Pieza,"Cuchillo de chef 7' mango de plástico, Pretul",Pretul,28,44,36,10,1,Cuchillos
CUCH-P80,23087,7506240624011,17506240624018,27506240624015,Pieza,"Cuchillo cebollero 8' mango de plástico, Pretul",Pretul,27,42,35,10,1,Cuchillos
CUCH-P81,23091,7506240624059,17506240624056,27506240624053,Pieza,"Cuchillo de chef 8' mango de plástico, Pretul",Pretul,32,49,42,10,1,Cuchillos
CUE-041K,40183,7506240696377,17506240696374,27506240696371,kg,Kilo de cuerda torcida de polipropileno amarilla de 4 mm,Fiero,93,149,119,10,1,Cuerdas y rafias
CUE-041M,40092,7506240678540,17506240678547,27506240678544,Metro,"Metro de cuerda amarilla de 4 mm en rollo de 119 m, Fiero",Fiero,0.78,1.2,1,10,1,Cuerdas de polipropileno por metro
CUE-04K,44472,7506240619963,17506240619960,27506240619967,kg,"Kilo de cuerda amarilla de polipropileno 4 mm, rollo 20 kg",Fiero,93,149,119,10,1,Cuerdas y rafias
